contract_id,vendor_name,contract_value,contract_date,department,procurement_type,location_state,duration_months,classification
IND-CTR-2023-1700,Alpha Design Technologies,97.3,14/10/2024,ISRO,Electronics,Tamil Nadu,18,Standard
IND-CTR-2024-0749,Larsen & Toubro Defence,31.13,14/10/2024,Indian Coast Guard,Drones/UAV,Bihar,6,Small
IND-CTR-2024-0852,Larsen & Toubro Defence,613.83,14/10/2024,DRDO,Missiles,West Bengal,45,Major
IND-CTR-2025-1070,Hindustan Aeronautics Limited (HAL),1466.43,14/10/2024,Ministry of Defence (MoD),Aircraft,Arunachal Pradesh,38,Major
IND-CTR-2025-0385,Mahindra Defence Systems,103.69,15/10/2024,DRDO,Electronics,Haryana,17,Standard
IND-CTR-2023-0906,Walchandnagar Industries,126.05,16/10/2024,ISRO,Communications,Rajasthan,16,Standard
IND-CTR-2024-0416,Garden Reach Shipbuilders & Engineers,92.87,16/10/2024,Indian Navy,IT Services,Uttarakhand,15,Standard
IND-CTR-2024-0126,IdeaForge,126.33,17/10/2024,ISRO,Artillery,Goa,36,Standard
IND-CTR-2025-0080,Bharat Dynamics Limited (BDL),37.55,17/10/2024,Indian Navy,Electronics,Haryana,27,Small
IND-CTR-2025-0500,Ordnance Factory Board,288.61,17/10/2024,Indian Army,Radars,Gujarat,38,Standard
IND-CTR-2024-1018,Hindustan Shipyard Limited,76.65,18/10/2024,Indian Navy,Communications,Himachal Pradesh,23,Standard
IND-CTR-2025-1465,Godrej Aerospace,22.73,18/10/2024,Ministry of Home Affairs (CAPF),Communications,Haryana,18,Small
IND-CTR-2024-1386,Taneja Aerospace,720.39,19/10/2024,DRDO,Satellites,Chhattisgarh,52,Major
IND-CTR-2024-1442,Walchandnagar Industries,31.31,19/10/2024,Indian Army,Training & Simulation,Maharashtra,13,Small
IND-CTR-2025-0871,Ananth Technologies,291.64,20/10/2024,Ministry of Home Affairs (CAPF),Vehicles,Meghalaya,29,Standard
IND-CTR-2025-1595,Bharat Electronics Limited (BEL),250.9,21/10/2024,Indian Army,Vehicles,Rajasthan,25,Standard
IND-CTR-2023-0775,Paras Defence & Space Technologies,16.98,22/10/2024,Indian Air Force,Training & Simulation,Himachal Pradesh,9,Small
IND-CTR-2024-0415,Bharat Dynamics Limited (BDL),51.37,22/10/2024,Indian Army,Communications,Kerala,13,Standard
IND-CTR-2024-0463,DRDO - LRDE,189.16,22/10/2024,Indian Air Force,Electronics,Madhya Pradesh,22,Standard
IND-CTR-2024-0915,VEM Technologies,181.76,22/10/2024,Indian Coast Guard,Artillery,Assam,45,Standard
IND-CTR-2024-1304,Avantel,416.2,22/10/2024,Indian Coast Guard,Helicopters,Karnataka,35,Standard
IND-CTR-2023-0428,Walchandnagar Industries,600.29,23/10/2024,ISRO,Vehicles,Odisha,23,Major
IND-CTR-2023-1507,Bharat Electronics Limited (BEL),90.97,23/10/2024,DRDO,IT Services,Meghalaya,24,Standard
IND-CTR-2025-0221,VEM Technologies,88.91,23/10/2024,Indian Coast Guard,IT Services,Meghalaya,14,Standard
IND-CTR-2023-0493,Larsen & Toubro Defence,36.89,24/10/2024,DRDO,Training & Simulation,Jammu & Kashmir,12,Small
IND-CTR-2024-1188,Bharat Dynamics Limited (BDL),247.1,24/10/2024,Indian Navy,Communications,Meghalaya,16,Standard
IND-CTR-2025-1997,NewSpace Research & Technologies,386.03,24/10/2024,Indian Navy,Engines,Arunachal Pradesh,29,Standard
IND-CTR-2023-1875,Mahindra Defence Systems,69.18,25/10/2024,Ministry of Home Affairs (CAPF),IT Services,Gujarat,13,Standard
IND-CTR-2024-0859,Adani Defence & Aerospace,142.92,25/10/2024,Ministry of Defence (MoD),Communications,Tamil Nadu,20,Standard
IND-CTR-2024-1425,Walchandnagar Industries,59.5,25/10/2024,Ministry of Home Affairs (CAPF),Electronics,Kerala,21,Standard
IND-CTR-2024-0075,Mazagon Dock Shipbuilders,26.27,26/10/2024,Indian Army,IT Services,Bihar,13,Small
IND-CTR-2025-0283,Larsen & Toubro Defence,56.65,26/10/2024,ISRO,Vehicles,Telangana,19,Standard
IND-CTR-2025-0637,Avantel,11.23,27/10/2024,Indian Navy,Training & Simulation,Arunachal Pradesh,7,Small
IND-CTR-2025-1119,Adani Defence & Aerospace,79.32,27/10/2024,Indian Coast Guard,Artillery,Sikkim,28,Standard
IND-CTR-2025-1566,DRDO - RCI,30.39,27/10/2024,Ministry of Defence (MoD),Training & Simulation,Punjab,11,Small
IND-CTR-2025-1804,Paras Defence & Space Technologies,4060.41,27/10/2024,Indian Army,Satellites,Himachal Pradesh,39,Major
IND-CTR-2024-1844,Garden Reach Shipbuilders & Engineers,51.09,28/10/2024,Indian Coast Guard,Drones/UAV,Maharashtra,14,Standard
IND-CTR-2023-0631,Data Patterns,96.69,29/10/2024,DRDO,Drones/UAV,Uttarakhand,13,Standard
IND-CTR-2025-0737,Electronics Corporation of India Limited (ECIL),350.49,29/10/2024,ISRO,Radars,Tamil Nadu,34,Standard
IND-CTR-2025-1400,Alpha Design Technologies,54.2,29/10/2024,Ministry of Defence (MoD),IT Services,Uttar Pradesh,16,Standard
IND-CTR-2023-0599,Godrej Aerospace,727.83,30/10/2024,Ministry of Home Affairs (CAPF),Artillery,Arunachal Pradesh,33,Major
IND-CTR-2025-0804,Astra Microwave,33.86,30/10/2024,Indian Navy,IT Services,Jammu & Kashmir,32,Small
IND-CTR-2025-1741,Cochin Shipyard Limited,73.34,30/10/2024,Indian Air Force,IT Services,Jharkhand,10,Standard
IND-CTR-2025-1966,Bharat Forge Defence,32.25,31/10/2024,Indian Air Force,Electronics,Rajasthan,17,Small
IND-CTR-2023-1735,Paras Defence & Space Technologies,3061.26,1/11/2024,Ministry of Defence (MoD),Naval Ships,Assam,78,Major
IND-CTR-2025-1825,Bharat Heavy Electricals Limited (BHEL),200,1/11/2024,Indian Air Force,Helicopters,Mizoram,34,Standard
IND-CTR-2025-1955,Bharat Electronics Limited (BEL),76.4,1/11/2024,Ministry of Home Affairs (CAPF),IT Services,Delhi,13,Standard
IND-CTR-2023-1724,Larsen & Toubro Defence,2111.94,2/11/2024,ISRO,Aircraft,Punjab,56,Major
IND-CTR-2024-0033,Ananth Technologies,32.15,2/11/2024,Ministry of Defence (MoD),Communications,Chhattisgarh,18,Small
IND-CTR-2023-0051,Garden Reach Shipbuilders & Engineers,25.17,3/11/2024,DRDO,Cybersecurity,Maharashtra,15,Small
IND-CTR-2023-0616,Saraswat Defence,386.76,3/11/2024,Ministry of Defence (MoD),Missiles,West Bengal,39,Standard
IND-CTR-2023-1564,Aequs Aerospace,616.97,3/11/2024,ISRO,Satellites,Meghalaya,46,Major
IND-CTR-2024-1991,Astra Microwave,47.8,3/11/2024,Ministry of Defence (MoD),Cybersecurity,Manipur,18,Small
IND-CTR-2023-0692,Tata Power SED,13.58,4/11/2024,DRDO,Maintenance & MRO,Arunachal Pradesh,12,Small
IND-CTR-2025-1326,Bharat Electronics Limited (BEL),258.42,4/11/2024,Ministry of Home Affairs (CAPF),Artillery,Ladakh,42,Standard
IND-CTR-2023-0017,Tata Advanced Systems,100.76,5/11/2024,ISRO,Electronics,West Bengal,22,Standard
IND-CTR-2024-0443,Bharat Dynamics Limited (BDL),35.38,5/11/2024,ISRO,Communications,Kerala,14,Small
IND-CTR-2024-0900,Bharat Heavy Electricals Limited (BHEL),333.33,5/11/2024,Indian Air Force,Satellites,Kerala,56,Standard
IND-CTR-2025-1027,Tata Power SED,751.23,5/11/2024,Indian Coast Guard,Aircraft,Jharkhand,42,Major
IND-CTR-2023-0101,Bharat Forge Defence,55.45,6/11/2024,Indian Army,IT Services,Nagaland,13,Standard
IND-CTR-2024-0588,Tata Power SED,96.8,6/11/2024,ISRO,Electronics,Andhra Pradesh,13,Standard
IND-CTR-2023-0032,Centum Electronics,13.99,7/11/2024,Indian Navy,Drones/UAV,Punjab,16,Small
IND-CTR-2025-1592,Tata Advanced Systems,1505.55,7/11/2024,DRDO,Missiles,Jharkhand,56,Major
IND-CTR-2024-1156,Paras Defence & Space Technologies,3216.01,9/11/2024,Indian Army,Satellites,Manipur,48,Major
IND-CTR-2024-1702,DRDO - LRDE,7.53,9/11/2024,Ministry of Home Affairs (CAPF),Training & Simulation,Uttar Pradesh,10,Small
IND-CTR-2025-0951,Centum Electronics,43.33,9/11/2024,ISRO,Cybersecurity,Jharkhand,14,Small
IND-CTR-2023-1649,DRDO - ADE,38.07,10/11/2024,Indian Army,IT Services,Haryana,30,Small
IND-CTR-2023-1874,Bharat Dynamics Limited (BDL),1133.1,10/11/2024,Indian Air Force,Naval Ships,Andhra Pradesh,59,Major
IND-CTR-2024-1588,Hindustan Aeronautics Limited (HAL),720.87,10/11/2024,Indian Navy,Space Systems,Punjab,33,Major
IND-CTR-2025-1834,Sika Interplant,29.26,10/11/2024,Indian Navy,Electronics,Gujarat,21,Small
IND-CTR-2023-0805,IdeaForge,86.28,11/11/2024,Indian Navy,Electronics,Rajasthan,21,Standard
IND-CTR-2023-1473,Hindustan Aeronautics Limited (HAL),67.36,11/11/2024,Ministry of Defence (MoD),Electronics,Delhi,15,Standard
IND-CTR-2023-1830,Samtel Avionics,23.85,11/11/2024,ISRO,IT Services,Andhra Pradesh,14,Small
IND-CTR-2023-0005,BEML Limited,60.77,12/11/2024,Indian Army,Drones/UAV,Madhya Pradesh,8,Standard
IND-CTR-2024-1294,Godrej Aerospace,704.88,12/11/2024,Ministry of Defence (MoD),Engines,Himachal Pradesh,29,Major
IND-CTR-2025-1192,DRDO - ADE,21.87,12/11/2024,Indian Air Force,IT Services,Sikkim,18,Small
IND-CTR-2025-1698,Samtel Avionics,89.52,12/11/2024,Indian Air Force,IT Services,Uttarakhand,22,Standard
IND-CTR-2023-0980,Suryadipta Projects,3105.67,13/11/2024,DRDO,Helicopters,Ladakh,40,Major
IND-CTR-2024-0594,Walchandnagar Industries,138.75,14/11/2024,Ministry of Home Affairs (CAPF),Communications,Odisha,13,Standard
IND-CTR-2024-0517,Saraswat Defence,58.47,15/11/2024,Indian Coast Guard,Communications,Telangana,14,Standard
IND-CTR-2025-0351,Kalyani Strategic Systems,206.41,15/11/2024,Indian Navy,Artillery,Mizoram,26,Standard
IND-CTR-2025-0673,Samtel Avionics,137.77,15/11/2024,DRDO,Vehicles,Goa,25,Standard
IND-CTR-2025-1913,VEM Technologies,2427.92,15/11/2024,Indian Air Force,Submarines,Bihar,115,Major
IND-CTR-2023-0342,Paras Defence & Space Technologies,647.24,16/11/2024,Indian Coast Guard,Artillery,Bihar,35,Major
IND-CTR-2025-1309,Bharat Heavy Electricals Limited (BHEL),261.34,16/11/2024,Indian Air Force,Communications,Punjab,27,Standard
IND-CTR-2024-1471,Alpha Design Technologies,52.8,18/11/2024,Indian Air Force,Vehicles,Goa,35,Standard
IND-CTR-2023-1920,Bharat Dynamics Limited (BDL),58.18,19/11/2024,Ministry of Defence (MoD),IT Services,Sikkim,30,Standard
IND-CTR-2025-0606,Tata Power SED,229.19,19/11/2024,Ministry of Defence (MoD),Radars,Himachal Pradesh,31,Standard
IND-CTR-2023-1717,Ordnance Factory Board,58.69,20/11/2024,Ministry of Home Affairs (CAPF),Communications,Telangana,30,Standard
IND-CTR-2024-0459,Tata Advanced Systems,135.29,20/11/2024,DRDO,Electronics,Tripura,13,Standard
IND-CTR-2025-0184,NewSpace Research & Technologies,39.07,20/11/2024,Indian Army,IT Services,Manipur,18,Small
IND-CTR-2023-0694,Bharat Heavy Electricals Limited (BHEL),150.59,21/11/2024,Indian Coast Guard,Ammunition,Sikkim,8,Standard
IND-CTR-2025-0378,DRDO - LRDE,209.26,21/11/2024,ISRO,Vehicles,Haryana,15,Standard
IND-CTR-2025-0976,Tata Power SED,195.83,22/11/2024,Indian Army,IT Services,Andhra Pradesh,15,Standard
IND-CTR-2024-0465,Cochin Shipyard Limited,176.47,23/11/2024,Ministry of Home Affairs (CAPF),Vehicles,Telangana,27,Standard
IND-CTR-2025-1310,Samtel Avionics,220.98,23/11/2024,DRDO,Radars,Bihar,26,Standard
IND-CTR-2025-1917,Centum Electronics,163.98,24/11/2024,Indian Coast Guard,Artillery,Rajasthan,36,Standard
IND-CTR-2023-0352,IdeaForge,500,25/11/2024,Indian Air Force,Naval Ships,Tamil Nadu,43,Standard
IND-CTR-2023-0656,Hindustan Aeronautics Limited (HAL),53.35,25/11/2024,Indian Army,Cybersecurity,Odisha,13,Standard
IND-CTR-2025-0498,Mazagon Dock Shipbuilders,129.09,26/11/2024,Indian Navy,Artillery,Jammu & Kashmir,33,Standard
IND-CTR-2023-1395,VEM Technologies,5.57,27/11/2024,DRDO,Cybersecurity,Gujarat,17,Small
IND-CTR-2024-1255,Aequs Aerospace,28.79,27/11/2024,ISRO,IT Services,Andhra Pradesh,12,Small
IND-CTR-2023-1492,VEM Technologies,6016.54,28/11/2024,DRDO,Submarines,Arunachal Pradesh,82,Major
IND-CTR-2023-1884,Alpha Design Technologies,656.15,28/11/2024,Ministry of Defence (MoD),Space Systems,Haryana,35,Major
IND-CTR-2025-1781,Larsen & Toubro Defence,77.05,28/11/2024,Indian Air Force,Cybersecurity,Sikkim,13,Standard
IND-CTR-2024-0165,DRDO - ADE,14.15,29/11/2024,Indian Army,Maintenance & MRO,West Bengal,11,Small
IND-CTR-2025-1278,Cochin Shipyard Limited,40.92,29/11/2024,Indian Navy,IT Services,Odisha,28,Small
IND-CTR-2023-0239,Ananth Technologies,50.28,30/11/2024,Indian Army,IT Services,Mizoram,23,Standard
IND-CTR-2023-0310,Godrej Aerospace,34.03,30/11/2024,DRDO,Communications,Chhattisgarh,10,Small
IND-CTR-2025-0305,Adani Defence & Aerospace,163.11,30/11/2024,Indian Navy,Vehicles,Mizoram,18,Standard
IND-CTR-2025-1057,Bharat Heavy Electricals Limited (BHEL),244.4,30/11/2024,Indian Army,Vehicles,Uttar Pradesh,21,Standard
IND-CTR-2025-1260,Astra Microwave,275.03,30/11/2024,Indian Navy,Helicopters,Odisha,57,Standard
IND-CTR-2023-1720,Data Patterns,22.02,1/12/2024,Indian Coast Guard,IT Services,Uttar Pradesh,17,Small
IND-CTR-2023-1877,Kalyani Strategic Systems,1533.18,2/12/2024,Indian Coast Guard,Missiles,Arunachal Pradesh,35,Major
IND-CTR-2024-1149,DRDO - ADE,2789.71,2/12/2024,Indian Navy,Submarines,Punjab,73,Major
IND-CTR-2025-0964,BEML Limited,4038.41,2/12/2024,Indian Army,Naval Ships,Mizoram,91,Major
IND-CTR-2023-1059,Tonbo Imaging,60.54,3/12/2024,Indian Army,Maintenance & MRO,Arunachal Pradesh,13,Standard
IND-CTR-2023-0085,Hindustan Aeronautics Limited (HAL),48.11,4/12/2024,Ministry of Defence (MoD),IT Services,Uttarakhand,20,Small
IND-CTR-2023-0548,Tonbo Imaging,141.13,4/12/2024,Indian Navy,Radars,West Bengal,37,Standard
IND-CTR-2023-1575,Kalyani Strategic Systems,28.51,4/12/2024,Indian Army,IT Services,Arunachal Pradesh,20,Small
IND-CTR-2025-1248,Centum Electronics,7.03,4/12/2024,Indian Navy,IT Services,Delhi,19,Small
IND-CTR-2024-0254,Kalyani Strategic Systems,50,5/12/2024,Indian Army,Engines,Delhi,18,Standard
IND-CTR-2024-1635,Tonbo Imaging,500,6/12/2024,Indian Air Force,Aircraft,Haryana,33,Standard
IND-CTR-2024-1796,Hindustan Aeronautics Limited (HAL),120.32,6/12/2024,Indian Navy,Communications,Uttarakhand,14,Standard
IND-CTR-2023-1691,Adani Defence & Aerospace,1463.22,8/12/2024,Ministry of Defence (MoD),Missiles,Gujarat,48,Major
IND-CTR-2024-0468,Ananth Technologies,1200,8/12/2024,Indian Army,Radars,Himachal Pradesh,39,Major
IND-CTR-2025-0955,VEM Technologies,8.09,8/12/2024,Indian Coast Guard,Cybersecurity,Himachal Pradesh,13,Small
IND-CTR-2023-0137,Tata Power SED,46.13,9/12/2024,Indian Navy,IT Services,Assam,36,Small
IND-CTR-2024-0240,IdeaForge,259.9,9/12/2024,Ministry of Home Affairs (CAPF),Space Systems,Maharashtra,33,Standard
IND-CTR-2023-0031,Mahindra Defence Systems,18.61,10/12/2024,Indian Air Force,Communications,Himachal Pradesh,18,Small
IND-CTR-2023-1100,Bharat Forge Defence,59.83,10/12/2024,Indian Air Force,IT Services,Delhi,22,Standard
IND-CTR-2024-0286,Mazagon Dock Shipbuilders,66.87,10/12/2024,Ministry of Home Affairs (CAPF),IT Services,Kerala,33,Standard
IND-CTR-2024-1372,Aequs Aerospace,155.85,10/12/2024,Indian Coast Guard,Electronics,Chhattisgarh,18,Standard
IND-CTR-2025-1815,Aequs Aerospace,1608.59,10/12/2024,Ministry of Defence (MoD),Submarines,Meghalaya,58,Major
IND-CTR-2025-1879,VEM Technologies,62.53,13/12/2024,ISRO,Communications,Meghalaya,14,Standard
IND-CTR-2024-0168,Hindustan Shipyard Limited,8.39,14/12/2024,Indian Navy,Drones/UAV,Jharkhand,14,Small
IND-CTR-2024-0735,Sika Interplant,47.41,14/12/2024,Indian Coast Guard,Communications,Kerala,14,Small
IND-CTR-2025-0842,Paras Defence & Space Technologies,33.2,14/12/2024,Indian Navy,Maintenance & MRO,Tripura,21,Small
IND-CTR-2023-0755,Sika Interplant,55.4,15/12/2024,Indian Coast Guard,Communications,Assam,22,Standard
IND-CTR-2025-0179,DRDO - RCI,3146.28,15/12/2024,Indian Navy,Aircraft,Bihar,47,Major
IND-CTR-2023-0345,Garden Reach Shipbuilders & Engineers,80.29,16/12/2024,Ministry of Defence (MoD),Artillery,Assam,39,Standard
IND-CTR-2023-0687,Ananth Technologies,41.59,16/12/2024,Indian Coast Guard,Electronics,Punjab,17,Small
IND-CTR-2024-0792,BEML Limited,16.67,16/12/2024,ISRO,Maintenance & MRO,Himachal Pradesh,11,Small
IND-CTR-2025-1789,Ananth Technologies,116.58,16/12/2024,Ministry of Home Affairs (CAPF),Electronics,Sikkim,13,Standard
IND-CTR-2024-1930,Tonbo Imaging,347.81,18/12/2024,Indian Army,Engines,Manipur,39,Standard
IND-CTR-2025-1890,Saraswat Defence,2028.97,19/12/2024,Indian Coast Guard,Helicopters,Assam,35,Major
IND-CTR-2023-0663,Kalyani Strategic Systems,29.27,20/12/2024,Indian Army,Maintenance & MRO,Rajasthan,17,Small
IND-CTR-2025-0977,DRDO - RCI,53.16,20/12/2024,Indian Air Force,Cybersecurity,Andhra Pradesh,11,Standard
IND-CTR-2025-0884,Aequs Aerospace,150,21/12/2024,Indian Navy,Maintenance & MRO,Himachal Pradesh,7,Standard
IND-CTR-2023-0918,Taneja Aerospace,635.41,22/12/2024,Indian Army,Missiles,Rajasthan,31,Major
IND-CTR-2025-0225,Tata Advanced Systems,20.71,23/12/2024,Indian Coast Guard,IT Services,Himachal Pradesh,16,Small
IND-CTR-2023-1897,Mazagon Dock Shipbuilders,70.45,25/12/2024,Indian Air Force,Communications,Uttar Pradesh,18,Standard
IND-CTR-2023-1044,Alpha Design Technologies,328.56,26/12/2024,ISRO,Vehicles,Gujarat,28,Standard
IND-CTR-2023-1181,BEML Limited,730.49,26/12/2024,Indian Army,Radars,Andhra Pradesh,26,Major
IND-CTR-2023-1936,Mahindra Defence Systems,23.52,26/12/2024,ISRO,Drones/UAV,Kerala,18,Small
IND-CTR-2025-0664,Bharat Dynamics Limited (BDL),82.63,26/12/2024,ISRO,Ammunition,Assam,13,Standard
IND-CTR-2025-1502,Tonbo Imaging,405.59,27/12/2024,Ministry of Home Affairs (CAPF),Artillery,Manipur,34,Standard
IND-CTR-2023-0569,Bharat Dynamics Limited (BDL),309.15,28/12/2024,Indian Army,Helicopters,Gujarat,36,Standard
IND-CTR-2024-0780,Aequs Aerospace,22.56,29/12/2024,Ministry of Defence (MoD),Maintenance & MRO,Meghalaya,10,Small
IND-CTR-2023-0314,Aequs Aerospace,66.55,31/12/2024,DRDO,IT Services,Tamil Nadu,13,Standard
IND-CTR-2024-1173,Bharat Electronics Limited (BEL),3719.75,1/1/2025,Indian Navy,Helicopters,Punjab,32,Major
IND-CTR-2024-1351,Aequs Aerospace,812.09,1/1/2025,Indian Coast Guard,Radars,Haryana,24,Major
IND-CTR-2025-0469,Bharat Heavy Electricals Limited (BHEL),131.16,2/1/2025,Indian Coast Guard,Communications,Goa,17,Standard
IND-CTR-2023-0144,Tonbo Imaging,35.38,3/1/2025,DRDO,Maintenance & MRO,Ladakh,17,Small
IND-CTR-2024-0934,Taneja Aerospace,114.43,3/1/2025,Indian Navy,Cybersecurity,Madhya Pradesh,10,Standard
IND-CTR-2024-1328,Tata Power SED,4431.73,3/1/2025,Indian Air Force,Submarines,Rajasthan,72,Major
IND-CTR-2025-0960,Bharat Electronics Limited (BEL),136.54,3/1/2025,ISRO,Electronics,Tripura,24,Standard
IND-CTR-2023-0107,Ordnance Factory Board,173.09,4/1/2025,Indian Air Force,Vehicles,Mizoram,32,Standard
IND-CTR-2023-1625,Garden Reach Shipbuilders & Engineers,19.54,5/1/2025,Indian Air Force,Drones/UAV,Arunachal Pradesh,10,Small
IND-CTR-2024-0037,Ordnance Factory Board,19.23,5/1/2025,Ministry of Defence (MoD),Training & Simulation,Maharashtra,15,Small
IND-CTR-2023-1477,Mazagon Dock Shipbuilders,86.83,7/1/2025,Ministry of Home Affairs (CAPF),Communications,Meghalaya,27,Standard
IND-CTR-2023-1671,DRDO - LRDE,75.56,7/1/2025,Indian Army,Ammunition,Telangana,16,Standard
IND-CTR-2024-1354,Bharat Heavy Electricals Limited (BHEL),154.91,7/1/2025,DRDO,Electronics,Meghalaya,17,Standard
IND-CTR-2025-1656,Tata Power SED,15.7,7/1/2025,Ministry of Defence (MoD),Electronics,Haryana,16,Small
IND-CTR-2024-1005,Ordnance Factory Board,18.67,8/1/2025,Indian Navy,IT Services,Madhya Pradesh,20,Small
IND-CTR-2024-1764,Samtel Avionics,639.3,8/1/2025,ISRO,Missiles,Punjab,40,Major
IND-CTR-2025-1617,VEM Technologies,416.83,8/1/2025,Indian Coast Guard,Radars,Uttarakhand,32,Standard
IND-CTR-2025-0129,Astra Microwave,28.92,9/1/2025,ISRO,Communications,Madhya Pradesh,28,Small
IND-CTR-2025-0397,Taneja Aerospace,4.7,9/1/2025,Ministry of Home Affairs (CAPF),Maintenance & MRO,Telangana,15,Small
IND-CTR-2023-1361,Tata Power SED,3986.55,10/1/2025,ISRO,Aircraft,Tamil Nadu,39,Major
IND-CTR-2024-0509,Walchandnagar Industries,1549.93,11/1/2025,Indian Navy,Naval Ships,West Bengal,59,Major
IND-CTR-2024-1574,VEM Technologies,29.08,11/1/2025,Ministry of Defence (MoD),Drones/UAV,Uttarakhand,13,Small
IND-CTR-2024-1805,Mahindra Defence Systems,47.06,11/1/2025,Indian Army,Maintenance & MRO,Uttar Pradesh,17,Small
IND-CTR-2023-1809,Suryadipta Projects,82.59,12/1/2025,ISRO,Ammunition,Maharashtra,14,Standard
IND-CTR-2025-0434,Suryadipta Projects,15.37,12/1/2025,Indian Navy,IT Services,Himachal Pradesh,27,Small
IND-CTR-2023-1725,Ananth Technologies,649.11,13/1/2025,Ministry of Defence (MoD),Missiles,Uttarakhand,40,Major
IND-CTR-2024-0384,Taneja Aerospace,1072.21,13/1/2025,Ministry of Home Affairs (CAPF),Satellites,Delhi,53,Major
IND-CTR-2024-0422,Larsen & Toubro Defence,89.41,13/1/2025,Indian Air Force,IT Services,Karnataka,22,Standard
IND-CTR-2025-0902,Mahindra Defence Systems,1596.12,13/1/2025,Indian Coast Guard,Satellites,Sikkim,52,Major
IND-CTR-2023-0063,DRDO - RCI,52.89,14/1/2025,Ministry of Defence (MoD),Electronics,Gujarat,26,Standard
IND-CTR-2024-1416,Samtel Avionics,543.96,14/1/2025,Indian Coast Guard,Artillery,Gujarat,30,Major
IND-CTR-2023-1926,Bharat Electronics Limited (BEL),17.42,15/1/2025,Ministry of Defence (MoD),Cybersecurity,Jammu & Kashmir,10,Small
IND-CTR-2024-0675,DRDO - ADE,126.61,15/1/2025,Ministry of Defence (MoD),Vehicles,Rajasthan,19,Standard
IND-CTR-2024-1353,Walchandnagar Industries,39.25,15/1/2025,Ministry of Defence (MoD),Communications,West Bengal,19,Small
IND-CTR-2025-1651,DRDO - ADE,73.81,15/1/2025,Indian Navy,Ammunition,Mizoram,8,Standard
IND-CTR-2023-0280,NewSpace Research & Technologies,845.64,17/1/2025,ISRO,Artillery,Ladakh,45,Major
IND-CTR-2023-1321,Taneja Aerospace,59.05,17/1/2025,Indian Army,Maintenance & MRO,Rajasthan,10,Standard
IND-CTR-2023-1681,VEM Technologies,44.93,17/1/2025,ISRO,Drones/UAV,Haryana,18,Small
IND-CTR-2024-1151,Tata Power SED,75.88,17/1/2025,ISRO,IT Services,Himachal Pradesh,24,Standard
IND-CTR-2023-1509,Godrej Aerospace,26.47,18/1/2025,ISRO,IT Services,Delhi,20,Small
IND-CTR-2024-0990,VEM Technologies,177.92,19/1/2025,Indian Coast Guard,Communications,Himachal Pradesh,12,Standard
IND-CTR-2024-1612,Bharat Forge Defence,331.94,19/1/2025,Indian Army,Radars,Meghalaya,22,Standard
IND-CTR-2023-0111,Tata Power SED,301.73,20/1/2025,Indian Coast Guard,Ammunition,Delhi,9,Standard
IND-CTR-2023-1755,IdeaForge,510.41,20/1/2025,Ministry of Home Affairs (CAPF),Naval Ships,Bihar,66,Major
IND-CTR-2024-0771,Garden Reach Shipbuilders & Engineers,471.59,20/1/2025,Ministry of Defence (MoD),Engines,Uttarakhand,26,Standard
IND-CTR-2024-1118,Bharat Electronics Limited (BEL),378.36,21/1/2025,Indian Coast Guard,Missiles,Rajasthan,31,Standard
